unnamed:_0,house_number,street,first_name,surname,age,relationship_to_head_of_house,marital_status,gender,occupation,infirmity,religion
7166,29,Skinner Ferry,Rosemary,Day,41.0,Wife,Married,Female,"Therapist, occupational",None,Methodist
7167,30,Skinner Ferry,Christopher,Clark,57.0,Head,Married,Male,Analytical chemist,None,Not Stated
7168,30,Skinner Ferry,Mandy,Davies,54.0,Wife,Married,Female,Unemployed,None,Not Stated
7169,31,Skinner Ferry,Henry,Chapman,88.0,Head,Widowed,Male,Retired Catering manager,None,Methodist
7170,32,Skinner Ferry,Debra,Smith,48.0,Head,Single,Female,"Administrator, Civil Service",None,Christian
7171,33,Skinner Ferry,Megan,Young,80.0,Head,Widowed,Female,Retired Data scientist,None,Christian
7172,34,Skinner Ferry,Claire,May,40.0,Head,Married,Female,Advertising copywriter,None,Christian
7173,34,Skinner Ferry,Shaun,May,38.0,Husband,Married,Male,"Engineer, water",None,Christian
7174,34,Skinner Ferry,Leah,May,26.0,Daughter,Single,Female,Osteopath,None,Not Stated
7175,35,Skinner Ferry,Paige,Davis,53.0,Head,Married,Female,"Conservation officer, nature",None,Christian
7176,35,Skinner Ferry,Jordan,Davis,56.0,Husband,Married,Male,"Surveyor, hydrographic",None,Christian
7177,35,Skinner Ferry,Gail,Davis,23.0,Daughter,Single,Female,Fish farm manager,None,Not Stated
7178,36,Skinner Ferry,Olivia,Parkinson,60.0,Head,Single,Female,Geophysical data processor,None,Not Stated
7179,37,Skinner Ferry,Stewart,Leonard,78.0,Head,Widowed,Male,Retired Community development worker,None,Christian
7180,38,Skinner Ferry,Lynne,Hall,83.0,Head,Widowed,Female,Retired Accommodation manager,None,Catholic
7181,39,Skinner Ferry,Charles,Mason,55.0,Head,Single,Male,Medical sales representative,None,Methodist
7182,40,Skinner Ferry,Mitchell,Richardson,51.0,Head,Divorced,Male,Aeronautical engineer,None,Christian
7183,41,Skinner Ferry,Caroline,Willis,32.0,Head,Married,Female,Government social research officer,None,Christian
7184,41,Skinner Ferry,Stuart,Willis,33.0,Husband,Married,Male,Unemployed,None,Not Stated
7185,42,Skinner Ferry,Margaret,Wilson,45.0,Head,Single,Female,Gaffer,None,Christian
7186,43,Skinner Ferry,Georgia,Jones,20.0,Head,Single,Female,University Student,None,Not Stated
7187,44,Skinner Ferry,Michael,Smith,46.0,Head,Divorced,Male,Wellsite geologist,None,Christian
7188,45,Skinner Ferry,Sara,Smith,41.0,Head,Single,Female,"Surveyor, insurance",None,Catholic
7189,46,Skinner Ferry,Kim,Price,43.0,Head,Single,Female,"Lecturer, further education",None,Not Stated
7190,1,Clarke Road,Amanda,Doherty,37.0,Head,Divorced,Female,Unemployed,None,Not Stated
7191,1,Clarke Road,Graham,Doherty,19.0,Son,Single,Male,University Student,None,Not Stated
7192,1,Clarke Road,Sandra,Doherty,18.0,Daughter,Widowed,Female,Student,None,Not Stated
7193,2,Clarke Road,Georgina,Hyde,33.0,Head,Single,Female,Data processing manager,None,Not Stated
7194,3,Clarke Road,Carl,Collins,43.0,Head,Married,Male,Health and safety adviser,None,Not Stated
7195,3,Clarke Road,Carol,Hayes,45.0,Wife,Married,Female,"Surveyor, insurance",None,Not Stated
7196,4,Clarke Road,Claire,Rahman,49.0,Head,Single,Female,Unemployed,None,Christian
7197,4,Clarke Road,Chelsea,Rahman,10.0,Daughter,N/A,Female,Student,None,Not Stated
7198,5,Clarke Road,Ryan,Dixon,61.0,Head,Single,Male,Information officer,None,Catholic
7199,5,Clarke Road,Paula,Marsden,64.0,Partner,Single,Female,Animal nutritionist,None,Not Stated
7200,6,Clarke Road,Wendy,McKenzie,35.0,Head,Single,Female,"Surveyor, quantity",None,Not Stated
7201,6,Clarke Road,Mark,Taylor,40.0,Partner,Single,Male,Secretary/administrator,None,Not Stated
7202,7,Clarke Road,Brian,McDonald,77.0,Head,Married,Male,Retired Furniture conservator/restorer,None,Catholic
7203,7,Clarke Road,Maria,McDonald,75.0,Wife,Married,Female,"Retired Surveyor, hydrographic",None,Catholic
7204,8,Clarke Road,Sam,Hughes,72.0,Head,Married,Male,"Retired Engineer, site",None,Christian
7205,8,Clarke Road,Stacey,Hughes,70.0,Wife,Married,Female,Retired Armed forces logistics/support/administrative officer,None,Christian
7206,9,Clarke Road,William,Thomas,56.0,Head,Single,Male,Education administrator,None,Not Stated
7207,10,Clarke Road,Louis,Hill,33.0,Head,Married,Male,"Nurse, adult",None,Not Stated
7208,10,Clarke Road,Rachael,Hill,27.0,Wife,Married,Female,"Production designer, theatre/television/film",None,Not Stated
7209,11,Clarke Road,Geraldine,Clark,71.0,Head,Married,Female,"Retired Engineer, site",None,Christian
7210,11,Clarke Road,Antony,Clark,75.0,Husband,Married,Male,"Retired Teacher, early years/pre",None,Not Stated
7211,12,Clarke Road,Albert,Elliott,18.0,Head,Single,Male,Student,None,Not Stated
7212,12,Clarke Road,Sam,Bates,35.0,Unknown,Single,Male,"Scientist, physiological",None,Not Stated
7213,13,Clarke Road,Grace,Roberts,64.0,Head,Married,Female,"Production assistant, radio",None,Christian
7214,13,Clarke Road,Lee,Roberts,64.0,Husband,Married,Male,Learning mentor,None,Christian
7215,13,Clarke Road,William,Roberts,25.0,Son,Single,Male,Microbiologist,None,Christian
7216,14,Clarke Road,Julia,Moore,50.0,Head,Single,Female,"Psychologist, educational",None,Not Stated
7217,14,Clarke Road,Lawrence,Rice,53.0,Partner,Single,Male,Historic buildings inspector/conservation officer,None,Not Stated
7218,14,Clarke Road,Jack,Moore,18.0,Son,Single,Male,Student,None,Not Stated
7219,14,Clarke Road,Neil,Moore,14.0,Son,N/A,Male,Student,None,Not Stated
7220,14,Clarke Road,Mathew,Moore,10.0,Son,N/A,Male,Student,None,Not Stated
7221,15,Clarke Road,Chelsea,Carr,60.0,Head,Married,Female,Biomedical engineer,None,Christian
7222,15,Clarke Road,Connor,Carr,62.0,Husband,Married,Male,Licensed conveyancer,None,Christian
7223,15,Clarke Road,Bethany,Carr,18.0,Daughter,Divorced,Female,Student,None,Christian
7224,15,Clarke Road,Marie,Carr,14.0,Daughter,N/A,Female,Student,None,Not Stated
7225,16,Clarke Road,Paige,Palmer,39.0,Head,Married,Female,Hotel manager,None,Catholic
7226,16,Clarke Road,Gerard,Palmer,38.0,Husband,Married,Male,Optometrist,None,Catholic
7227,16,Clarke Road,Jean,Palmer,17.0,Daughter,N/A,Female,Student,None,Not Stated
7228,1,Beverley Road,Susan,Hargreaves,64.0,Head,Single,Female,Unemployed,None,Not Stated
7229,1,Beverley Road,Bryan,Jenkins,72.0,Partner,Single,Male,Retired Trade union research officer,None,Not Stated
7230,2,Beverley Road,Anna,Barker,75.0,Head,Widowed,Female,Retired TEFL teacher,None,Christian
7231,3,Beverley Road,Joe,Edwards,54.0,Head,Widowed,Male,"Engineer, mining",None,Muslim
7232,3,Beverley Road,Sarah,Edwards,8.0,Daughter,N/A,Female,Student,None,Not Stated
7233,3,Beverley Road,Katherine,Edwards,7.0,Daughter,N/A,Female,Student,None,Not Stated
7234,4,Beverley Road,Maurice,Sharpe,64.0,Head,Divorced,Male,"Loss adjuster, chartered",None,Christian
7235,5,Beverley Road,Martin,Perry,72.0,Head,Married,Male,Retired Police officer,None,Christian
7236,5,Beverley Road,Rachel,Perry,66.0,Wife,Married,Female,Retail banker,None,Christian
7237,6,Beverley Road,Hazel,Roberts,37.0,Head,Single,Female,Clinical cytogeneticist,None,Not Stated
7238,6,Beverley Road,Joel,Bennett,41.0,Partner,Single,Male,Computer games developer,None,Not Stated
7239,6,Beverley Road,Marc,Roberts,5.0,Son,N/A,Male,Student,None,Not Stated
7240,7,Beverley Road,Amanda,Thorpe,20.0,Head,Single,Female,University Student,None,Not Stated
7241,8,Beverley Road,Gareth,Williams,23.0,Head,Single,Male,Occupational therapist,None,Not Stated
7242,9,Beverley Road,Jamie,Morris,77.0,Head,Married,Male,Retired Forest/woodland manager,None,Not Stated
7243,9,Beverley Road,Lynn,Morris,74.0,Wife,Married,Female,"Retired Therapist, drama",None,Not Stated
7244,10,Beverley Road,Amanda,Hughes,37.0,Head,Single,Female,Dance movement psychotherapist,None,Not Stated
7245,10,Beverley Road,Gregory,Osborne,39.0,Partner,Single,Male,"Nurse, children's",None,Not Stated
7246,11,Beverley Road,Edward,Brookes,27.0,Head,Single,Male,Museum/gallery exhibitions officer,None,Catholic
7247,11,Beverley Road,Connor,Hughes,35.0,Unknown,Single,Male,Production manager,None,Methodist
7248,11,Beverley Road,Michelle,Holt,35.0,Unknown,Single,Female,Orthoptist,None,Not Stated
7249,12,Beverley Road,Stewart,Howell,61.0,Head,Single,Male,Dispensing optician,None,Not Stated
7250,13,Beverley Road,Ruth,Lawrence,87.0,Head,Divorced,Female,Retired Homeopath,None,Christian
7251,14,Beverley Road,Duncan,Collins,42.0,Head,Single,Male,Data processing manager,None,Christian
7252,15,Beverley Road,Ricky,Ryan,82.0,Head,Widowed,Male,Retired English as a foreign language teacher,None,Christian
7253,16,Beverley Road,Nicola,Wood,43.0,Head,Single,Female,"Optician, dispensing",None,Methodist
7254,17,Beverley Road,Kirsty,Kirk,32.0,Head,Single,Female,Public relations account executive,None,Christian
7255,18,Beverley Road,Beth,Hicks,25.0,Head,Single,Female,Commissioning editor,None,Not Stated
7256,19,Beverley Road,Lee,Morris,41.0,Head,Single,Male,Mining engineer,None,Christian
7257,20,Beverley Road,Jill,Knight,41.0,Head,Married,Female,"Engineer, mining",None,Not Stated
7258,20,Beverley Road,Raymond,Knight,45.0,Husband,Married,Male,Radiation protection practitioner,None,Not Stated
7259,20,Beverley Road,Howard,Knight,15.0,Son,N/A,Male,Student,None,Not Stated
7260,21,Beverley Road,Linda,Bates,44.0,Head,Single,Female,Health physicist,None,Not Stated
7261,22,Beverley Road,Heather,Gray,50.0,Head,Divorced,Female,Ecologist,None,Catholic
7262,23,Beverley Road,Colin,Thompson,71.0,Head,Married,Male,"Retired Education officer, community",None,Christian
7263,23,Beverley Road,Susan,Thompson,69.0,Wife,Married,Female,"Retired Copywriter, advertising",None,Not Stated
7264,24,Beverley Road,Owen,Mason,19.0,Head,Single,Male,University Student,None,Catholic
7265,25,Beverley Road,Jason,White,74.0,Head,Widowed,Male,Retired Quarry manager,None,Methodist
7266,25,Beverley Road,Bradley,White,14.0,Grandson,N/A,Male,Student,None,Not Stated
7267,26,Beverley Road,Shirley,Thompson,27.0,Head,Married,Female,"Education officer, community",None,Catholic
7268,26,Beverley Road,Glenn,Thompson,32.0,Husband,Married,Male,"Engineer, site",None,Catholic
7269,27,Beverley Road,Marion,Harrison,45.0,Head,Married,Female,Unemployed,None,Not Stated
7270,27,Beverley Road,Robin,Harrison,47.0,Husband,Married,Male,Immigration officer,None,Not Stated
7271,27,Beverley Road,Geraldine,Harrison,15.0,Daughter,N/A,Female,Student,None,Not Stated
7272,28,Beverley Road,Carole,Foster,41.0,Head,Divorced,Female,Risk manager,None,Christian
7273,29,Beverley Road,Sophie,Abbott,46.0,Head,Single,Female,Ambulance person,None,Not Stated
7274,30,Beverley Road,Barbara,Davies,30.0,Head,Divorced,Female,Biomedical engineer,None,Catholic
7275,30,Beverley Road,Eleanor,O'Connor,19.0,Lodger,Divorced,Female,University Student,None,Not Stated
7276,31,Beverley Road,Melissa,Martin,78.0,Head,Divorced,Female,Retired Agricultural engineer,None,Not Stated
7277,32,Beverley Road,Sarah,Jones,65.0,Head,Widowed,Female,"Doctor, general practice",None,Christian
7278,33,Beverley Road,Shirley,Byrne,37.0,Head,Divorced,Female,Chief Technology Officer,None,Christian
7279,34,Beverley Road,Elaine,Todd,70.0,Head,Widowed,Female,"Retired Engineer, manufacturing",None,Christian
7280,35,Beverley Road,Barbara,Moore,49.0,Head,Married,Female,Actor,None,Not Stated
7281,35,Beverley Road,Eric,Moore,53.0,Husband,Married,Male,"Teacher, secondary school",None,Not Stated
7282,35,Beverley Road,Alexandra,Moore,16.0,Daughter,N/A,Female,Student,None,Not Stated
7283,36,Beverley Road,Roy,Gilbert,45.0,Head,Divorced,Male,Horticultural consultant,None,Not Stated
7284,36,Beverley Road,Kate,Gilbert,45.0,Cousin,Single,Female,"Surveyor, planning and development",None,Not Stated
7285,37,Beverley Road,Eleanor,Thomas,67.0,Head,Widowed,Female,Public relations officer,None,Christian
7286,38,Beverley Road,Rachel,Dean,39.0,Head,Married,Female,"Scientist, research (physical sciences)",None,Not Stated
7287,38,Beverley Road,Daniel,Dean,43.0,Husband,Married,Male,Database administrator,None,Not Stated
7288,39,Beverley Road,Alice,Mitchell,32.0,Head,Single,Female,Financial trader,None,Catholic
7289,1,Salford Neck,Frances,Walker,36.0,Head,Married,Female,Higher education lecturer,None,Catholic
7290,1,Salford Neck,Gordon,Walker,36.0,Husband,Married,Male,"Scientist, biomedical",None,Not Stated
7291,1,Salford Neck,Leon,Walker,13.0,Son,N/A,Male,Student,None,Not Stated
7292,2,Salford Neck,Susan,Howard,32.0,Head,Married,Female,"Psychologist, counselling",None,Muslim
7293,2,Salford Neck,Dominic,Howard,35.0,Husband,Married,Male,Geophysical data processor,None,Muslim
7294,2,Salford Neck,Julian,Howard,0.0,Son,N/A,Male,Student,None,Not Stated
7295,2,Salford Neck,Christine,Hicks,37.0,Lodger,Divorced,Female,Hospital pharmacist,None,Catholic
7296,3,Salford Neck,Laura,Carr,19.0,Head,Married,Female,University Student,None,Not Stated
7297,3,Salford Neck,Douglas,Carr,22.0,Husband,Married,Male,University Student,None,Not Stated
7298,4,Salford Neck,Olivia,Cooke,37.0,Head,Married,Female,"Production assistant, television",None,Christian
7299,4,Salford Neck,Bryan,Cooke,42.0,Husband,Married,Male,Paramedic,None,Christian
7300,4,Salford Neck,Danny,Cooke,8.0,Son,N/A,Male,Student,None,Not Stated
7301,5,Salford Neck,Carolyn,Murray,56.0,Head,Single,Female,English as a second language teacher,None,Christian
7302,5,Salford Neck,Mohammed,Walton,53.0,Partner,Single,Male,Paediatric nurse,None,Christian
7303,6,Salford Neck,Leanne,Thomas,45.0,Head,Married,Female,Unemployed,None,Catholic
7304,6,Salford Neck,Michael,Thomas,46.0,Husband,Married,Male,"Therapist, occupational",None,Catholic
7305,6,Salford Neck,Matthew,Thomas,13.0,Son,N/A,Male,Student,None,Not Stated
7306,7,Salford Neck,Olivia,Richards,78.0,Head,Married,Female,Retired Farm manager,None,Christian
7307,7,Salford Neck,Barry,Richards,79.0,Husband,Married,Male,"Retired Psychologist, prison and probation services",None,Christian
7308,8,Salford Neck,Ronald,Wallis,44.0,Head,Single,Male,Sales promotion account executive,None,Catholic
7309,8,Salford Neck,Charlene,Gordon,35.0,Unknown,Single,Female,Structural engineer,None,Christian
7310,9,Salford Neck,Emily,Clarke,36.0,Head,Married,Female,Licensed conveyancer,None,Methodist
7311,9,Salford Neck,Wayne,Clarke,34.0,Husband,Married,Male,Merchant navy officer,None,Not Stated
7312,9,Salford Neck,Barry,Clarke,9.0,Son,N/A,Male,Student,None,Not Stated
7313,9,Salford Neck,Bernard,Clarke,8.0,Son,N/A,Male,Student,None,Not Stated
7314,10,Salford Neck,Sandra,Khan,53.0,Head,Married,Female,IT technical support officer,None,Christian
7315,10,Salford Neck,Adrian,Khan,57.0,Husband,Married,Male,Unemployed,None,Christian
7316,10,Salford Neck,Katherine,Khan,16.0,Daughter,N/A,Female,Student,None,Not Stated
7317,11,Salford Neck,Dawn,Wallis,30.0,Head,Single,Female,"Teacher, special educational needs",None,Muslim
7318,11,Salford Neck,Sylvia,Evans,35.0,Unknown,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Not Stated
7319,12,Salford Neck,Rebecca,Berry,40.0,Head,Single,Female,Event organiser,None,Not Stated
7320,12,Salford Neck,Lucy,Rees-Berry,15.0,Daughter,N/A,Female,Student,None,Not Stated
7321,12,Salford Neck,Bethan,Rees-Berry,13.0,Daughter,N/A,Female,Student,None,Not Stated
7322,12,Salford Neck,Katherine,Rees-Berry,5.0,Daughter,N/A,Female,Student,None,Not Stated
7323,13,Salford Neck,Sandra,Taylor,70.0,Head,Married,Female,Retired Operational researcher,None,Muslim
7324,13,Salford Neck,Brett,Taylor,72.0,Husband,Married,Male,Retired Diplomatic Services operational officer,None,Muslim
7325,13,Salford Neck,Clare,Taylor,19.0,Granddaughter,Widowed,Female,University Student,None,Muslim
7326,13,Salford Neck,Gregory,White,19.0,Grandson,Divorced,Male,University Student,None,Muslim
7327,13,Salford Neck,Matthew,White,15.0,Grandson,N/A,Male,Student,None,Not Stated
7328,14,Salford Neck,Hollie,Robinson,32.0,Head,Married,Female,"Scientist, audiological",None,Not Stated
7329,14,Salford Neck,Gerard,Robinson,37.0,Husband,Married,Male,Unemployed,None,Not Stated
7330,14,Salford Neck,Eric,Robinson,15.0,Son,N/A,Male,Student,None,Not Stated
7331,14,Salford Neck,Jessica,Robinson,12.0,Daughter,N/A,Female,Student,None,Not Stated
7332,15,Salford Neck,Glen,Johnson,61.0,Head,Married,Male,"Social research officer, government",None,Not Stated
7333,15,Salford Neck,Catherine,Johnson,59.0,Wife,Married,Female,Television floor manager,None,Not Stated
7334,16,Salford Neck,Olivia,Fry,44.0,Head,Married,Female,Metallurgist,None,Not Stated
7335,16,Salford Neck,Benjamin,Fry,51.0,Husband,Married,Male,Risk analyst,None,Not Stated
7336,17,Salford Neck,Mary,Bond,22.0,Head,Married,Female,University Student,None,Not Stated
7337,17,Salford Neck,Owen,Bond,24.0,Husband,Married,Male,Arts development officer,None,Not Stated
7338,18,Salford Neck,Paige,Brown,46.0,Head,Single,Female,Child psychotherapist,None,Methodist
7339,18,Salford Neck,Timothy,Thomas,49.0,Partner,Single,Male,Energy engineer,None,Methodist
7340,18,Salford Neck,Jennifer,Brown,13.0,Daughter,N/A,Female,Student,None,Not Stated
7341,1,Beverley Bypass,Shirley,Thomas,35.0,Head,Married,Female,"Scientist, research (physical sciences)",None,Not Stated
7342,1,Beverley Bypass,Henry,John,38.0,Husband,Married,Male,Air traffic controller,None,Not Stated
7343,1,Beverley Bypass,Iain,Thomas,13.0,Nephew,N/A,Male,Student,None,Not Stated
7344,1,Beverley Bypass,Sheila,Price,13.0,Neice,N/A,Female,Student,None,Not Stated
7345,1,Beverley Bypass,Stuart,Mitchell,10.0,Nephew,N/A,Male,Student,None,Not Stated
7346,2,Beverley Bypass,George,Smith,77.0,Head,Widowed,Male,Retired Sports therapist,None,Christian
7347,3,Beverley Bypass,Francesca,Robinson,45.0,Head,Single,Female,Multimedia specialist,None,Catholic
7348,3,Beverley Bypass,Jake,Foster,45.0,Partner,Single,Male,"Psychologist, counselling",None,Catholic
7349,3,Beverley Bypass,Samuel,Robinson,15.0,Son,N/A,Male,Student,None,Not Stated
7350,3,Beverley Bypass,Holly,Robinson,12.0,Daughter,N/A,Female,Student,None,Not Stated
7351,3,Beverley Bypass,Louise,Robinson,8.0,Daughter,N/A,Female,Student,None,Not Stated
7352,4,Beverley Bypass,Megan,Hopkins,26.0,Head,Married,Female,Hotel manager,None,Not Stated
7353,4,Beverley Bypass,Ricky,Hopkins,24.0,Husband,Married,Male,General practice doctor,None,Not Stated
7354,4,Beverley Bypass,Emma,Hopkins,4.0,Daughter,N/A,Female,Student,None,Not Stated
7355,4,Beverley Bypass,Gareth,Hopkins,0.0,Son,N/A,Male,Student,None,Not Stated
7356,4,Beverley Bypass,Sean,Burns,33.0,Lodger,Divorced,Male,Arts administrator,None,Not Stated
7357,5,Beverley Bypass,Janet,Austin,46.0,Head,Married,Female,Community development worker,None,Christian
7358,5,Beverley Bypass,Ben,Austin,48.0,Husband,Married,Male,Phytotherapist,None,Christian
7359,5,Beverley Bypass,Patrick,Austin,22.0,Son,Divorced,Male,University Student,None,Not Stated
7360,5,Beverley Bypass,Mary,Austin,20.0,Daughter,Single,Female,Management consultant,None,Christian
7361,5,Beverley Bypass,Diane,Austin,20.0,Daughter,Single,Female,University Student,None,Christian
7362,6,Beverley Bypass,Terry,Bryant,68.0,Head,Widowed,Male,Retired Health service manager,None,Christian
7363,6,Beverley Bypass,Leon,Davies,12.0,Grandson,N/A,Male,Student,None,Not Stated
7364,6,Beverley Bypass,Amelia,Davies,11.0,Granddaughter,N/A,Female,Student,None,Not Stated
7365,6,Beverley Bypass,Naomi,Davies,11.0,Granddaughter,N/A,Female,Student,None,Not Stated
